,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
19,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_13.PNG,up,1060.3737763380002,1623674953.8350646,1079.3303465269998,1623674972.791635
20,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_9.PNG,up,1084.36642233,1623674977.8277104,1102.823715879,1623674996.2850041
21,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_16.PNG,up,1107.859217979,1623675001.3205063,1132.605693108,1623675026.066981
22,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_18.PNG,up,1137.6334357879998,1623675031.0947242,1158.411841154,1623675051.8731291
23,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_11.PNG,down,1163.4422143549998,1623675056.903503,1203.600635514,1623675097.0619233
24,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_8.PNG,down,1208.62839276,1623675102.089681,1240.616725444,1623675134.0780134
25,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_3.PNG,up,1245.6505185550002,1623675139.1118069,1276.5362159909998,1623675169.997504
26,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_1.PNG,down,1281.5727122229998,1623675175.0340006,1306.431674137,1623675199.892962
27,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-1.png,up,1311.48026861,1623675204.9415572,1351.543660941,1623675245.004949
28,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_2.PNG,up,1356.5664190569998,1623675250.027707,1389.469363467,1623675282.9306517
29,code,/home/erb/.eegnb/tmp/materials.final/comp/final-7-1.png,down,1394.521549881,1623675287.982838,1483.402064105,1623675376.8633523
30,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_10.PNG,down,1488.4260305250002,1623675381.8873188,1504.968380215,1623675398.4296682
31,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_7.PNG,up,1510.002767395,1623675403.4640555,1539.120567353,1623675432.5818555
32,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_5.PNG,space,1541.9096975310001,1623675435.3709855,1542.0898738869998,1623675435.5511618
33,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_8.PNG,space,1542.2762435860002,1623675435.7375321,1542.3777218530001,1623675435.8390098
34,code,/home/erb/.eegnb/tmp/materials.final/comp/final-13-1.png,space,1542.527760971,1623675435.9890492,1542.651794907,1623675436.1130831
35,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_15.PNG,space,1542.7928210419998,1623675436.2541096,1542.8964152679998,1623675436.3577034
36,code,/home/erb/.eegnb/tmp/materials.final/comp/final-1-1.png,space,1543.226020972,1623675436.6873095,1543.479544525,1623675436.9408329
37,code,/home/erb/.eegnb/tmp/materials.final/comp/final-9-1.png,space,1543.759126922,1623675437.2204146,1543.885221794,1623675437.3465102
38,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_6.PNG,space,1544.0424262,1623675437.5037146,1544.1702402120002,1623675437.6315284
39,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_20.PNG,space,1544.342336674,1623675437.8036246,1544.4831629560001,1623675437.9444509
40,code,/home/erb/.eegnb/tmp/materials.final/comp/final-8-1.png,space,1544.6590396180002,1623675438.1203282,1544.8057193799998,1623675438.2670074
41,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-2.png,space,1545.0098784610002,1623675438.471167,1545.2816770380002,1623675438.7429652
42,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_4.PNG,space,1545.408802834,1623675438.870091,1545.555417324,1623675439.0167055
43,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_2.PNG,space,1545.7251699380001,1623675439.186458,1545.873988141,1623675439.3352764
44,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_17.PNG,space,1546.05844745,1623675439.5197356,1546.20022,1623675439.661508
45,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_3.PNG,space,1546.3916755500002,1623675439.852964,1546.504759997,1623675439.966048
46,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-2.png,space,1546.691533388,1623675440.1528215,1546.821191709,1623675440.2824795
47,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_1.PNG,space,1546.991447052,1623675440.4527352,1547.177003983,1623675440.6382923
